Transaction Date,Post Date,Description,Category,Type,Amount
05/15/2018,05/17/2018,A NO 1 AIR INC,Home,Sale,-12.00
05/16/2018,05/17/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-22.69
05/14/2018,05/17/2018,WAL-MART #1216,Groceries,Return,12.95
05/17/2018,05/17/2018,Amazon.com,Shopping,Sale,-14.92
05/14/2018,05/16/2018,85C BAKERY CAFE USA,Food & Drink,Sale,-6.42
05/15/2018,05/15/2018,Amazon.com,Shopping,Sale,-72.09
05/14/2018,05/15/2018,WAL-MART #1216,Groceries,Sale,-34.54
05/13/2018,05/15/2018,TOM THUMB #2588,Groceries,Sale,-17.89
05/13/2018,05/15/2018,INDIA BAZAAR VALLEY RANCH,Groceries,Sale,-30.95
05/13/2018,05/15/2018,NEW YORK PIZZA PASTA,Food & Drink,Sale,-118.82
05/14/2018,05/15/2018,APL* ITUNES.COM/BILL,Shopping,Sale,-2.15
05/13/2018,05/14/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
05/12/2018,05/13/2018,KROGER #0577,Groceries,Sale,-76.53
05/11/2018,05/13/2018,WAL-MART #1216,Groceries,Sale,-125.33
05/10/2018,05/11/2018,THE JANE HOTEL,Travel,Sale,-371.97
05/09/2018,05/10/2018,TRIBECA PARK CAFE,Groceries,Sale,-5.00
05/10/2018,05/10/2018,Payment Thank You Bill Pa,,Payment,3984.62
05/07/2018,05/09/2018,TAXI SVC 41-25 36TH ST,Travel,Sale,-41.76
05/07/2018,05/08/2018,WAL-MART #2649,Groceries,Sale,-99.49
05/07/2018,05/08/2018,Amazon.com,Shopping,Sale,-108.20
05/06/2018,05/08/2018,TOM THUMB #2588,Groceries,Sale,-56.86
05/06/2018,05/08/2018,MEDICAL CITY LAS COL,Health & Wellness,Sale,-40.00
05/08/2018,05/08/2018,Amazon.com,Shopping,Sale,-18.52
05/07/2018,05/08/2018,WAL-MART #1216,Groceries,Sale,-16.10
05/06/2018,05/07/2018,WALGREENS #3921,Health & Wellness,Sale,-60.00
05/06/2018,05/07/2018,WALK IN AND URGENT CARE P,Health & Wellness,Sale,-40.00
05/06/2018,05/06/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-33.79
05/04/2018,05/06/2018,WAL-MART #1216,Groceries,Sale,-132.83
05/03/2018,05/04/2018,LOWES #00550*,Home,Sale,-32.42
05/03/2018,05/04/2018,WAL-MART #1216,Groceries,Sale,-32.89
05/03/2018,05/04/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-16.99
05/03/2018,05/04/2018,LOWES #00550*,Home,Return,27.04
05/01/2018,05/02/2018,Amazon.com,Shopping,Sale,-14.05
04/30/2018,05/02/2018,TOM THUMB #2588,Groceries,Sale,-10.98
05/01/2018,05/02/2018,WAL-MART #1216,Groceries,Sale,-63.63
04/29/2018,04/30/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
04/28/2018,04/29/2018,GUITAR CENTER #463,Shopping,Sale,-20.55
04/27/2018,04/29/2018,Amazon Kindle Unlimite,Shopping,Sale,-10.81
04/26/2018,04/27/2018,GOOGLE *VMInnovations,Shopping,Sale,-189.99
04/26/2018,04/27/2018,RVT*C-FB ISD,Personal,Sale,-177.50
04/24/2018,04/25/2018,WAL-MART #2649,Groceries,Sale,-71.11
04/24/2018,04/25/2018,RVT*C-FB ISD,Personal,Sale,-177.50
04/22/2018,04/24/2018,BARNES &amp; NOBLE #2657,Shopping,Sale,-18.39
04/22/2018,04/24/2018,TOM THUMB #2588,Groceries,Sale,-21.25
04/24/2018,04/24/2018,Amazon Services-Kindle,Shopping,Sale,-10.81
04/20/2018,04/22/2018,SPROUTS FARMERS MAR,Groceries,Sale,-51.01
04/21/2018,04/22/2018,IKEA GRAND PRAIRIE RESTA,Food & Drink,Sale,-33.47
04/21/2018,04/22/2018,IKEA GRAND PRAIRIE RESTA,Food & Drink,Sale,-6.73
04/21/2018,04/22/2018,IKEA GRAND PRAIRIE RESTA,Food & Drink,Sale,-17.07
04/20/2018,04/20/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-15.99
04/19/2018,04/20/2018,KROGER #0448,Groceries,Sale,-158.88
04/19/2018,04/20/2018,H MART CARROLTON,Groceries,Sale,-21.32
04/19/2018,04/20/2018,WAL-MART #1216,Groceries,Sale,-44.12
04/18/2018,04/19/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
04/18/2018,04/19/2018,WAL-MART #1216,Groceries,Sale,-33.32
04/16/2018,04/17/2018,WAL-MART #1216,Groceries,Sale,-87.07
04/16/2018,04/16/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-16.15
04/15/2018,04/16/2018,A NO 1 AIR INC,Home,Sale,-12.00
04/13/2018,04/15/2018,VESTA  *AT&amp;T,Bills & Utilities,Sale,-71.66
04/13/2018,04/15/2018,A NO 1 AIR INC,Home,Sale,-693.00
04/12/2018,04/13/2018,KROGER #0448,Groceries,Sale,-32.46
04/12/2018,04/13/2018,WAL-MART #2649,Groceries,Sale,-74.84
04/11/2018,04/12/2018,WAL-MART #2649,Groceries,Sale,-46.94
04/12/2018,04/12/2018,Amazon.com,Shopping,Sale,-14.06
04/11/2018,04/12/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
04/10/2018,04/11/2018,EURO DELI,Groceries,Sale,-102.41
04/10/2018,04/11/2018,APL* ITUNES.COM/BILL,Shopping,Sale,-3.24
04/11/2018,04/11/2018,Payment Thank You Bill Pa,,Payment,3424.93
04/08/2018,04/10/2018,GOING BONKERS TEXAS  -,Entertainment,Sale,-17.30
04/09/2018,04/10/2018,WALGREENS #3921,Health & Wellness,Sale,-11.90
04/09/2018,04/10/2018,PANERA BREAD #601226,Food & Drink,Sale,-18.42
04/08/2018,04/10/2018,TOM THUMB #2588,Groceries,Sale,-18.52
04/09/2018,04/10/2018,LOWES #00550*,Home,Sale,-3.38
04/09/2018,04/10/2018,TUSCAN CLEANERS,Personal,Sale,-18.74
04/08/2018,04/09/2018,KROGER #0577,Groceries,Sale,-123.87
04/07/2018,04/08/2018,IKEA GRAND PRAIRIE RESTA,Food & Drink,Sale,-16.18
04/05/2018,04/08/2018,TOM THUMB #2588,Groceries,Sale,-44.08
04/06/2018,04/08/2018,INDIAN SUPERMARKET,Groceries,Sale,-19.96
04/06/2018,04/08/2018,WAL-MART #1216,Groceries,Sale,-31.33
04/05/2018,04/06/2018,WHOLEFDS LCL #10627,Groceries,Sale,-19.12
04/06/2018,04/06/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-38.45
04/04/2018,04/05/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
04/04/2018,04/05/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-19.80
04/02/2018,04/04/2018,DRIVER`S EDGE 209,Automotive,Sale,-97.48
04/02/2018,04/04/2018,TOM THUMB #2588,Groceries,Sale,-39.28
04/04/2018,04/04/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-20.99
03/31/2018,04/03/2018,APPLEJACKS,Food & Drink,Sale,-15.14
04/01/2018,04/03/2018,CAFE MOZART BAKERY,Food & Drink,Sale,-35.57
04/02/2018,04/03/2018,DALLAS VEHREG,Bills & Utilities,Sale,-71.75
04/02/2018,04/03/2018,TX.GOV SERVICEFEE-,Bills & Utilities,Sale,-2.00
04/01/2018,04/02/2018,IKEA GRAND PRAIRIE RESTA,Food & Drink,Sale,-33.78
04/02/2018,04/02/2018,TAXACT *ONLINE 1,Shopping,Sale,-36.15
03/31/2018,04/02/2018,TOM THUMB #1781,Groceries,Sale,-118.03
04/01/2018,04/02/2018,IKEA GRAND PRAIRIE RESTA,Food & Drink,Sale,-17.98
04/01/2018,04/02/2018,IKEA GRAND PRAIRIE RESTA,Food & Drink,Sale,-1.00
03/31/2018,04/02/2018,SPROUTS FARMERS MAR,Groceries,Sale,-24.78
04/01/2018,04/02/2018,IKEA GRAND PRAIRIE RESTA,Food & Drink,Sale,-2.00
03/30/2018,04/01/2018,WAL-MART #2649,Groceries,Sale,-72.23
03/31/2018,04/01/2018,PAYPAL *9479341CANA,Gifts & Donations,Sale,-103.20
03/29/2018,03/30/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-126.95
03/30/2018,03/30/2018,ULINE  *SHIP SUPPLIES,Shopping,Sale,-186.35
03/29/2018,03/30/2018,KROGER #0577,Groceries,Sale,-44.26
03/29/2018,03/30/2018,KROGER #0448,Groceries,Sale,-73.08
03/29/2018,03/30/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-9.74
03/28/2018,03/30/2018,BARNES &amp; NOBLE #2268,Food & Drink,Sale,-2.11
03/30/2018,03/30/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-70.98
03/28/2018,03/29/2018,PAYPAL *ZHANGGUODON,Shopping,Sale,-13.78
03/28/2018,03/29/2018,PANERA BREAD #601226,Food & Drink,Sale,-29.50
03/28/2018,03/29/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-89.95
03/27/2018,03/28/2018,APL* ITUNES.COM/BILL,Shopping,Sale,-5.39
03/27/2018,03/28/2018,PANERA BREAD #601872,Food & Drink,Sale,-24.86
03/27/2018,03/28/2018,Amazon Kindle Unlimite,Shopping,Sale,-10.81
03/26/2018,03/27/2018,WAL-MART #2649,Groceries,Sale,-12.49
03/26/2018,03/27/2018,LOWES #00550*,Home,Sale,-64.25
03/26/2018,03/27/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-9.99
03/26/2018,03/27/2018,WAL-MART #1216,Groceries,Sale,-21.95
03/25/2018,03/26/2018,WAL-MART #2649,Groceries,Sale,-6.43
03/25/2018,03/26/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
03/25/2018,03/26/2018,VICTORIA'S SECRET 0390,Shopping,Sale,-53.58
03/23/2018,03/25/2018,TOM THUMB #2588,Groceries,Sale,-87.02
03/23/2018,03/25/2018,WALGREENS #3909,Health & Wellness,Sale,-11.09
03/22/2018,03/25/2018,PAYPAL *OLIVER KISS,Shopping,Sale,-59.99
03/23/2018,03/25/2018,WHOLEFDS LCL #10627,Groceries,Sale,-18.70
03/23/2018,03/25/2018,WHOLEFDS LCL #10627,Groceries,Sale,-19.11
03/21/2018,03/23/2018,TOM THUMB #2588,Groceries,Sale,-22.22
03/22/2018,03/22/2018,Amazon Services-Kindle,Shopping,Sale,-4.32
03/21/2018,03/22/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
03/21/2018,03/22/2018,WALGREENS #3921,Health & Wellness,Sale,-1.69
03/21/2018,03/22/2018,WALGREENS #3921,Health & Wellness,Sale,-0.30
03/20/2018,03/21/2018,Amazon.com,Shopping,Sale,-44.38
03/20/2018,03/21/2018,APL* ITUNES.COM/BILL,Shopping,Sale,-3.24
03/20/2018,03/21/2018,Amazon Services-Kindle,Shopping,Sale,-4.32
03/20/2018,03/21/2018,Amazon.com,Shopping,Sale,-10.81
03/20/2018,03/21/2018,WAL-MART #1216,Groceries,Sale,-28.44
03/19/2018,03/20/2018,LOWES #00550*,Home,Sale,-146.27
03/18/2018,03/20/2018,OFFICE DEPOT #554,Shopping,Sale,-11.88
03/16/2018,03/19/2018,T-Swirl Crepe,Food & Drink,Sale,-73.51
03/19/2018,03/19/2018,Amazon Services-Kindle,Shopping,Sale,-1.07
03/16/2018,03/18/2018,KINOKUNIYA BOOKSTORES OF,Shopping,Sale,-14.06
03/15/2018,03/18/2018,TOM THUMB #2588,Groceries,Sale,-55.39
03/17/2018,03/18/2018,CONOCO - MACARTHUR CONOCO,Gas,Sale,-20.00
03/16/2018,03/18/2018,LINK TRANSLATIONS,Professional Services,Sale,-84.50
03/15/2018,03/18/2018,INDIA BAZAAR VALLEY RANCH,Groceries,Sale,-86.69
03/15/2018,03/16/2018,A NO 1 AIR INC,Home,Sale,-12.00
03/16/2018,03/16/2018,Amazon Services-Kindle,Shopping,Sale,-4.32
03/10/2018,03/12/2018,TOM THUMB #2588,Groceries,Sale,-78.48
03/11/2018,03/12/2018,Amazon.com,Shopping,Sale,-139.25
03/12/2018,03/12/2018,Payment Thank You Bill Pa,,Payment,1130.69
03/11/2018,03/12/2018,VESTA  *AT&amp;T,Bills & Utilities,Sale,-71.66
03/09/2018,03/11/2018,PAYPAL *TOYOTAPARTS,Automotive,Sale,-1.01
03/09/2018,03/11/2018,IRVING ARTS BOX OFICE,Bills & Utilities,Sale,-76.00
03/06/2018,03/07/2018,AMERICAN AIR0012176525233,Travel,Sale,-298.60
03/05/2018,03/07/2018,TOM THUMB #2588,Groceries,Sale,-60.33
03/05/2018,03/07/2018,INDIA BAZAAR VALLEY RANCH,Groceries,Sale,-38.96
03/06/2018,03/07/2018,PAYPAL *TOYOTAPARTS,Automotive,Sale,-68.62
03/05/2018,03/07/2018,DRIVER`S EDGE 209,Automotive,Sale,-139.53
03/06/2018,03/07/2018,MICHAELS STORES 1056,Shopping,Sale,-25.37
03/06/2018,03/07/2018,APL* ITUNES.COM/BILL,Shopping,Sale,-3.24
03/05/2018,03/06/2018,CONOCO - MACARTHUR CONOCO,Gas,Sale,-15.25
03/04/2018,03/06/2018,PAYPAL *SQUADUP TIX WSJ,Entertainment,Sale,-1750.00
03/05/2018,03/06/2018,WAL-MART #2649,Groceries,Sale,-92.31
03/05/2018,03/06/2018,WAL-MART #2649,Groceries,Sale,-1.25
03/05/2018,03/06/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-34.43
03/04/2018,03/05/2018,H MART CARROLTON,Groceries,Sale,-95.78
03/01/2018,03/04/2018,DAISO TX02 IRVING,Shopping,Sale,-7.04
03/03/2018,03/04/2018,KROGER #0448,Groceries,Sale,-144.97
03/01/2018,03/02/2018,KROGER #0577,Groceries,Sale,-48.78
02/27/2018,02/28/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-15.99
02/27/2018,02/27/2018,Kindle Unlimited,Shopping,Sale,-10.81
02/27/2018,02/27/2018,Amazon Services-Kindle,Shopping,Sale,-3.99
02/24/2018,02/26/2018,PAYPAL *9479341CANA,Gifts & Donations,Sale,-108.35
02/25/2018,02/26/2018,Amazon.com,Shopping,Sale,-4.86
02/22/2018,02/23/2018,DALLAS VEHREG,Bills & Utilities,Sale,-71.75
02/22/2018,02/23/2018,TX.GOV SERVICEFEE-,Bills & Utilities,Sale,-2.00
02/15/2018,02/16/2018,A NO 1 AIR INC,Home,Sale,-12.00
02/15/2018,02/16/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-22.56
02/15/2018,02/15/2018,Amazon.com,Shopping,Sale,-26.99
02/10/2018,02/11/2018,Amazon *Mktplce EU-DE,Shopping,Sale,-22.88
02/10/2018,02/11/2018,Amazon *Mktplce EU-DE,Shopping,Sale,-22.64
02/10/2018,02/11/2018,Amazon *Mktplce EU-DE,Shopping,Sale,-44.44
02/10/2018,02/11/2018,Amazon.com,Shopping,Sale,-4.86
02/10/2018,02/11/2018,VESTA  *AT&amp;T,Bills & Utilities,Sale,-71.66
02/08/2018,02/09/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-8.99
02/09/2018,02/09/2018,Payment Thank You - Bill,,Payment,1879.30
02/07/2018,02/09/2018,CARROLLTON FARMERS BRANCH,Education,Sale,-42.49
02/08/2018,02/08/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-7.99
02/06/2018,02/07/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-17.49
02/06/2018,02/07/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-14.93
02/04/2018,02/05/2018,PAYPAL *UPRINTING,Professional Services,Sale,-42.95
02/02/2018,02/02/2018,Amazon.com,Shopping,Sale,-54.11
01/31/2018,02/01/2018,PAYPAL *STEAM GAMES,Shopping,Sale,-19.99
01/30/2018,01/31/2018,APL* ITUNES.COM/BILL,Shopping,Sale,-5.40
01/28/2018,01/29/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
01/27/2018,01/28/2018,Kindle Unlimited,Shopping,Sale,-10.81
01/24/2018,01/25/2018,PAYPAL *UPRINTING,Professional Services,Sale,-41.80
01/23/2018,01/24/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-49.99
01/22/2018,01/23/2018,Amazon.com,Shopping,Sale,-53.84
01/22/2018,01/23/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-99.99
01/21/2018,01/22/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-105.26
01/18/2018,01/19/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-39.76
01/18/2018,01/19/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-30.70
01/17/2018,01/18/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-48.96
01/16/2018,01/17/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-156.41
01/16/2018,01/17/2018,APL* ITUNES.COM/BILL,Shopping,Sale,-10.80
01/15/2018,01/16/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-29.59
01/15/2018,01/16/2018,A NO 1 AIR INC,Home,Sale,-12.00
01/14/2018,01/15/2018,LOWES #00550*,Home,Sale,-244.58
01/13/2018,01/15/2018,AMERICAN AIR0012167334104,Travel,Sale,-272.60
01/13/2018,01/15/2018,AMERICAN AIR0012167334106,Travel,Sale,-272.60
01/13/2018,01/15/2018,AMERICAN AIR0012167334105,Travel,Sale,-272.60
01/13/2018,01/14/2018,KROGER #0577,Groceries,Sale,-99.06
01/11/2018,01/12/2018,VESTA  *AT&amp;T,Bills & Utilities,Sale,-71.66
01/11/2018,01/11/2018,Payment Thank You Bill Pa,,Payment,3214.18
01/04/2018,01/05/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-30.34
01/05/2018,01/05/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-79.94
01/03/2018,01/04/2018,WHOLESALE ARTS AND FRA,Shopping,Sale,-196.18
